Point(130.6956394 32.9038019)	1172
Point(135.4321541 34.6312772)	1170
Point(133.7976091 34.2895316)	1167
Point(130.9805349 33.77587159999999)	1164
Point(130.416551 33.157386)	1151
Point(133.7536465 34.2725045)	1149
Point(135.6321609 34.7374635)	1146
Point(141.7627117 40.1916885)	1144
Point(135.5113011 34.604784)	1137
Point(141.1405021 39.7817034)	1135
Point(130.6895799 33.3492657)	1128
Point(133.9735102 34.605476)	1126
Point(133.6692741 34.5481718)	1114
Point(139.6861921 35.8331499)	1108
Point(130.850335 33.8863949)	1105
Point(130.8968264 33.9422417)	1102
Point(130.7033798 32.8165263)	1102
Point(130.7535418 32.8482694)	1100
Point(131.427765 31.9437073)	1097
Point(129.691157 33.7505959)	1090
Point(130.5555506 33.396427)	1089
Point(135.5517687 34.5796757)	1081
Point(129.2857639 34.2426737)	1080
Point(135.4721574 34.5939635)	1079
Point(134.842399 34.7573094)	1079
Point(141.4711699 40.5322634)	1071
Point(130.4674218 32.9808242)	1069
Point(130.8487826 31.375051)	1066
Point(129.9041873 33.2769087)	1063
Point(139.395017 36.163357)	1056
Point(136.6548337 35.0051925)	1054
Point(139.0800942 35.9879187)	1052
Point(135.6284685 34.7119851)	1051
Point(132.5264409 33.6256272)	1041
Point(139.6459029 35.8616328)	1037
Point(130.6656533 32.6839422)	1036
Point(139.3886361 36.1473726)	1036
Point(134.0620291 34.3458351)	1034
Point(135.4740101 34.6407367)	1026
Point(130.6939898 33.89368080000001)	1022
Point(140.0196592 40.2107604)	1022
Point(135.5972974 34.4998488)	1011
Point(132.9994212 34.0632635)	1009
Point(130.5574211 31.5967656)	999
Point(130.3992939 32.2152235)	994
Point(130.5076516 33.32085)	979
Point(130.9612121 33.8854016)	974
Point(135.4805698 34.7279232)	968
Point(139.9602831 36.1842223)	967
Point(133.786488 34.228752)	967
Point(130.7998865 33.868205)	957
Point(129.9682676 33.4500971)	954
Point(130.6308774 32.765727)	954
Point(130.1948336 32.4611967)	950
Point(130.3755655 33.3045177)	949
Point(131.5510242 33.1890619)	948
Point(139.9920425 36.0342626)	947
Point(133.3294451 34.5548708)	930
Point(129.7311166 33.1592435)	926
Point(139.0432674 36.64710669999999)	920
Point(140.0415732 35.7294164)	913
Point(139.5221929 36.06596)	912
Point(140.5779348 35.7212275)	908
Point(130.8129958 32.9789312)	905
Point(135.8303094 34.5948116)	904
Point(130.4630905 33.7163949)	901
Point(130.8841776 32.8778981)	896
Point(139.6646544 35.81905709999999)	885
Point(136.8149927 35.0744635)	885
Point(133.3619721 34.4859545)	874
Point(130.6949011 33.6133649)	872
Point(130.4989564 33.373168)	871
Point(130.5006302 33.510286)	867
Point(130.7726649 33.6327558)	863
Point(129.9593119 33.4542386)	863
Point(130.9882162 34.003159)	856
Point(131.7190302 33.2480139)	854
Point(135.5212195 34.756319)	854
Point(130.4334872 33.5533525)	851
Point(130.1934363 32.4585255)	849
Point(133.8443247 35.43944500000001)	846
Point(130.7597913 33.8615931)	846
Point(134.6827798 34.8351058)	835
Point(139.7456856 35.9723261)	835
Point(135.5672092 34.4387959)	832
Point(139.7276703 35.9545853)	831
Point(135.5192376 34.6818742)	831
Point(134.8776041 34.743471)	829
Point(140.4634634 40.7818583)	819
Point(139.750635 35.7977241)	817
Point(134.6595313 34.7887543)	816
Point(131.061519 31.719543)	811
Point(131.0796778 31.76077)	807
Point(132.7326196 33.8884275)	804
Point(130.5930246 33.201191)	804
Point(135.1446307 34.2333169)	791
Point(130.0518805 32.512424)	791
Point(139.7314741 35.8535759)	791
Point(133.9856567 34.6841435)	790
Point(133.7489712 34.6705868)	789
Point(139.9033705 35.7876179)	786
Point(140.1909326 36.0707298)	785
Point(128.8460344 32.6989579)	785
Point(131.3010585 31.8391689)	783
Point(131.7646901 34.0729216)	774
Point(135.5636216 34.4552291)	770
Point(133.6888858 34.628022)	768
Point(134.7906399 34.7659515)	767
Point(130.0254025 33.19687570000001)	767
Point(130.4385813 33.6719413)	765
Point(134.8883981 34.6986724)	761
Point(139.5958234 35.9131412)	761
Point(133.9237065 34.6724367)	758
Point(135.3091548 34.3987719)	755
Point(130.3748333 32.7890493)	755
Point(134.9988343 34.7215534)	750
Point(139.8841693 35.8422674)	749
Point(130.9395423 33.8302551)	747
Point(139.4401367 35.7854852)	746
Point(130.9266483 33.9894006)	744
Point(130.4285519 33.6066763)	743
Point(136.6331651 34.96528190000001)	742
Point(135.0609007 34.6287768)	740
Point(140.0175457 35.7935401)	739
Point(139.5216362 36.05981939999999)	738
Point(140.1153436 35.5103903)	731
Point(129.289686 34.2102138)	727
Point(135.5135548 34.7087221)	725
Point(130.5247161 33.6259658)	724
Point(130.8139589 33.3638379)	721
Point(130.0946999 33.0968652)	721
Point(135.4523554 34.68306949999999)	720
Point(130.2020495 31.7590927)	719
Point(139.9765615 36.3096848)	716
Point(139.6494849 35.9727675)	715
Point(130.3080848 33.2568013)	711
Point(134.7049696 34.78538020000001)	710
Point(130.4105582 33.6051041)	709
Point(130.601994 32.507843)	709
Point(133.0128471 35.475041)	708
Point(135.4235418 34.7126408)	707
Point(132.5769764 34.2548538)	703
Point(130.3812873 33.5573435)	702
Point(139.7054233 35.7609043)	701
Point(134.979063 34.6693589)	701
Point(139.7121998 36.0267856)	701
Point(132.6274799 34.2318862)	693
Point(129.9850844 33.1006268)	688
Point(139.3817322 36.2909131)	684
Point(134.9132896 34.7485875)	684
Point(139.6097908 36.132313)	681
Point(139.6290312 35.9067102)	675
Point(130.3597423 33.5840497)	674
Point(135.6399158 34.65578)	672
Point(135.5128652 34.4869017)	670
Point(130.3165995 33.5738695)	670
Point(140.0977715 35.69410380000001)	669
Point(134.86795 34.7153597)	668
Point(131.1959413 33.5921353)	667
Point(130.9337317 34.1711271)	666
Point(132.7622654 33.82088)	664
Point(129.7157996 33.1804356)	663
Point(135.1699209 34.6569687)	660
Point(130.737949 33.8252769)	660
Point(131.6081989 33.2346538)	658
Point(134.6285158 34.8051865)	657
Point(135.6455482 34.5729564)	656
Point(140.1837585 35.6286945)	656
Point(138.1213004 36.5413588)	655
Point(135.790301 34.509211)	653
Point(132.0706429 34.8978256)	652
Point(135.5754813 34.6649412)	650
Point(136.9252776 35.1095832)	650
Point(134.7973076 34.771899)	649
Point(137.3442542 34.7170795)	646
Point(132.4234875 34.3919777)	644
Point(131.1305023 33.6123245)	642
Point(131.5941239 33.2370792)	642
Point(134.2361504 35.5037675)	640
Point(133.9478511 34.4899774)	640
Point(133.8528222 34.5880389)	638
Point(139.8257782 35.7697167)	634
Point(129.715007 33.3457306)	627
Point(140.0822435 39.7615051)	626
Point(139.9785953 35.6880639)	625
Point(139.9635447 35.9015724)	625
Point(130.4010097 33.5909924)	622
Point(139.7905143 35.839652)	622
Point(130.96973 33.9473094)	621
Point(136.9121266 35.0427414)	619
Point(130.8757484 33.8227981)	618
Point(129.8604545 32.7561519)	617
Point(140.0669084 35.6340173)	617
Point(132.4717804 34.4546433)	615
Point(136.8905668 35.0122987)	614
Point(135.4371696 34.7043934)	614
Point(130.7722296 32.7721724)	614
Point(139.6704215 35.2829123)	613
Point(139.7357443 35.7666518)	613
Point(139.7817278 35.6788955)	611
Point(139.7891857 35.7331499)	610
Point(129.7798616 33.1447725)	607
Point(132.7273863 33.8415709)	606
Point(139.8773135 35.6821907)	605
Point(130.5175494 31.5211345)	605
Point(139.6425316 35.8209206)	604
Point(135.7150941 34.859282)	604
Point(140.0495324 35.9110671)	602
Point(139.793248 35.7292203)	599
Point(134.8224735 34.8271403)	598
Point(132.4696959 34.3809669)	598
Point(139.4027683 35.3336185)	594
Point(135.602002 34.625589)	593
Point(137.9435318 36.2348871)	593
Point(130.0889357 33.3001304)	592
Point(132.2165637 34.1698473)	592
Point(139.7060151 35.2266534)	592
Point(140.0821774 35.716628)	591
Point(133.763659 34.8346147)	591
Point(138.6774781 35.1540954)	590
Point(136.5528094 34.87787540000001)	590
Point(131.3709131 31.9308271)	590
Point(135.4104432 34.7935224)	588
Point(139.4918806 35.3388323)	586
Point(131.3962263 34.4086489)	585
Point(131.8765037 33.2470397)	584
Point(135.3486022 34.7316771)	582
Point(140.0136724 36.4403673)	578
Point(140.4494813 37.7669513)	577
Point(139.6903398 35.6525728)	575
Point(131.5627639 34.0517195)	572
Point(135.7362941 34.889103)	571
Point(139.5569825 36.1754206)	570
Point(130.7627325 31.7358698)	570
Point(139.7679463 35.692767)	570
Point(134.295262 34.7863947)	567
Point(140.4396435 40.5942053)	567
Point(130.2931962 31.8321617)	565
Point(139.6317448 35.3182278)	565
Point(134.7409633 34.8188168)	564
Point(136.1426014 34.7589115)	562
Point(130.3227599 31.4168733)	561
Point(140.1671688 36.0427672)	561
Point(133.8257005 34.3107152)	558
Point(134.0347077 34.2334691)	556
Point(132.7063887 33.7793348)	556
Point(136.8585363 34.7873666)	551
Point(130.2801537 33.4275987)	550
Point(135.763971 34.745738)	548
Point(130.3518793 32.088342)	545
Point(139.8530976 35.7608755)	542
Point(135.561448 34.7160209)	542
Point(139.4097976 35.8056126)	541
Point(139.7117829 35.5149206)	541
Point(139.8045157 35.77453510000001)	540
Point(135.1987627 34.2610732)	539
Point(135.21206 34.6621412)	539
Point(129.8495919 32.7055577)	539
Point(141.3331053 43.0820313)	535
Point(135.4127441 34.7250871)	531
Point(139.7266446 35.9148962)	531
Point(139.7346645 35.7194287)	531
Point(139.815146 35.7202019)	531
Point(130.7589282 32.2064635)	530
Point(135.5639847 34.5294692)	528
Point(131.2503009 33.955584)	527
Point(139.9409774 36.5674799)	527
Point(133.9352329 34.6067072)	524
Point(135.1208072 34.6474071)	523
Point(135.3173828 34.7313628)	523
Point(132.221021 35.0112753)	521
Point(140.1708865 35.6678777)	521
Point(136.2315365 36.031118)	521
Point(139.9035901 35.8570293)	519
Point(139.664222 35.7653547)	519
Point(136.9765267 35.2033163)	518
Point(141.4901961 40.5079413)	518
Point(140.1026808 39.703907).1	514
Point(135.516357 34.8128173)	513
Point(130.02421 32.8426277)	512
Point(139.5597075 36.0854272)	512
Point(139.8276492 35.689975)	511
Point(139.7098858 35.5963547)	511
Point(139.719059 35.6204066)	508
Point(131.8703977 34.0150314)	507
Point(133.3415734 35.43753900000001)	506
Point(137.0791565 34.9691614)	506
Point(135.410514 34.5043449)	505
Point(139.8776074 35.744251)	504
Point(135.5113913 34.5570586)	504
Point(135.5430329 34.6971595)	504
Point(133.1977459 36.2789097)	501
Point(131.1841879 34.3696188)	499
Point(132.7002782 33.810515)	497
Point(139.7762232 35.7800681)	496
Point(135.1380815 34.2477906)	495
Point(139.9253573 35.3858445)	495
Point(134.5889833 34.7891826)	495
Point(129.8778888 32.7503334)	494
Point(139.8002801 36.313294)	494
Point(136.589007 34.837948)	494
Point(133.9630843 34.3021092)	493
Point(135.6231519 34.7924294)	493
Point(136.7511741 35.385969)	491
Point(139.7514887 35.6007707)	491
Point(139.3819898 36.2229999)	490
Point(140.067069 35.6445893)	490
Point(134.6441278 34.8610095)	489
Point(135.277466 34.7140375)	488
Point(137.0194935 36.7590496)	487
Point(136.4525238 34.8413247)	486
Point(131.9528553 33.9627921)	486
Point(136.7803512 35.2482443)	484
Point(134.0302398 34.313848)	483
Point(135.4459077 34.5252005)	482
Point(139.871021 35.6536708)	479
Point(132.3844182 34.3721045)	477
Point(136.1440042 36.1903645)	476
Point(132.4680505 34.3786302)	472
Point(139.7555691 35.7331806)	472
Point(131.8107246 34.0561592)	472
Point(129.8501958 33.0730338)	470
Point(130.7405664 32.7822415)	469
Point(139.4106122 36.0530326)	467
Point(129.9510695 32.775812)	465
Point(140.1310505 35.5726557)	465
Point(133.3820707 34.4399246)	465
Point(139.7355846 35.6422585)	464
Point(135.287748 34.2434908)	463
Point(137.2804764 34.6962171)	463
Point(139.954414 35.7503315)	462
Point(140.8914668 38.1708702)	461
Point(134.6139682 34.1725821)	458
Point(138.4615629 36.2295551)	458
Point(133.8585185 34.3201374)	456
Point(132.7508999 35.3462243)	455
Point(140.002113 35.8406241)	454
Point(139.7396494 35.5575322)	454
Point(136.0617979 35.6538374)	454
Point(139.5703631 35.9769418)	453
Point(130.7849959 33.9208747)	453
Point(139.4611741 35.9795506)	451
Point(131.6597893 33.1554109)	451
Point(133.0741158 34.3965538)	450
Point(139.6930952 35.6018959)	448
Point(140.1213618 35.59697240000001)	448
Point(129.9602671 32.91351240000001)	447
Point(136.9072677 35.1969562)	447
Point(139.6619497 35.6727047)	446
Point(134.935277 34.8481763)	446
Point(139.8356927 35.6967785)	445
Point(139.7793661 35.6564166)	445
Point(134.9804159 34.6531234)	443
Point(132.2208283 34.2191738)	443
Point(135.5379828 34.6367992)	442
Point(131.8512675 34.6778687)	439
Point(135.473196 34.7381854)	439
Point(140.9975558 37.26553970000001)	439
Point(136.0915959 34.62280730000001)	437
Point(132.535839 34.4459346)	436
Point(139.8355327 35.820508)	434
Point(139.7785345 35.6324902)	434
Point(132.5095822 34.5185624)	433
Point(135.7040816 34.9469578)	433
Point(135.6150306 34.8372014)	432
Point(131.1802202 33.9743641)	430
Point(136.1840498 35.9701608)	429
Point(135.7364507 34.5150717)	428
Point(142.3964685 43.7482619)	425
Point(135.528624 34.55730399999999)	424
Point(129.6750369 32.9215763)	423
Point(131.9044301 32.9647369)	422
Point(139.707651 35.7538045)	421
Point(135.7491371 35.4982926)	421
Point(139.3434724 35.8930667)	420
Point(140.3208523 35.7781301)	420
Point(135.7464222 34.9766563)	420
Point(139.8659565 35.9476145)	420
Point(133.863916 34.65261479999999)	419
Point(140.6644489 35.8899991)	418
Point(136.923761 35.0850386)	416
Point(134.6414821 33.9635046)	416
Point(135.5686194 34.8163014)	414
Point(139.0428727 36.3816035)	414
Point(135.737043 34.46037)	413
Point(134.5430334 34.1183872)	412
Point(129.846458 32.827976)	412
Point(139.863122 36.48792)	412
Point(135.411568 34.7467467)	411
Point(139.2010568 36.2389843)	410
Point(130.8084429 32.6529167)	409
Point(136.7719591 35.457029)	409
Point(139.616884 35.778059)	407
Point(130.4327237 32.5163813)	405
Point(135.7347028 34.9972746)	404
Point(139.9206727 35.684037)	403
Point(136.0929559 33.8919062)	403
Point(139.9226579 35.70954990000001)	403
Point(140.0502546 35.4787704)	402
Point(135.7485527 35.00380579999999)	400
Point(135.8265675 34.7377156)	397
Point(134.1624967 34.0655576)	397
Point(135.3997423 35.4725387)	397
Point(136.9755257 35.1755997)	397
Point(135.0730999 35.6262461)	396
Point(132.4584929 34.3952852)	395
Point(135.7693154 34.82309250000001)	394
Point(134.0086808 35.07108789999999)	393
Point(133.7985432 34.0281195)	393
Point(140.0533454 35.3229581)	393
Point(136.2472179 35.9191911)	391
Point(132.4996385 35.2040294)	390
Point(134.1197927 34.3256394)	388
Point(139.3967361 35.8313321)	388
Point(139.7036123 35.5319907)	387
Point(135.5611696 35.014319)	387
Point(139.5317782 36.2499123)	385
Point(139.8102702 35.6499989)	384
Point(139.8692678 35.7864558)	383
Point(139.8859668 35.7099429)	383
Point(140.0679921 35.5260141)	383
Point(130.5076265 32.3449429)	383
Point(139.7209595 35.6108138)	382
Point(142.3294024 43.7940457)	382
Point(139.5580759 35.7496954)	382
Point(136.8419735 35.1061208)	382
Point(135.4475336 34.8249793)	382
Point(139.0960211 36.4047323)	379
Point(135.9092309 35.5489531)	378
Point(135.2424489 35.3024841)	377
Point(140.3118002 35.6729414)	377
Point(139.7262368 35.7418787)	376
Point(135.3886705 34.7159955)	376
Point(140.9984815 42.3223606)	374
Point(136.8803126 35.1375442)	374
Point(134.3903396 34.7549367)	373
Point(132.7410134 34.4199878)	373
Point(139.7638423 35.93410739999999)	372
Point(135.1803157 34.1855097)	368
Point(141.13815 39.7203557)	368
Point(135.7890943 34.85319339999999)	367
Point(139.5820566 36.330908)	366
Point(140.0934838 36.4673588)	366
Point(139.686531 35.5731466)	365
Point(134.5722212 34.8331866)	365
Point(136.8839871 35.2045697)	364
Point(135.8429944 34.5218927)	362
Point(139.7677638 36.1765147)	360
Point(134.4680807 34.8036472)	358
Point(135.2646412 34.719939)	357
Point(139.4869977 35.9278059)	356
Point(139.342672 36.4105658)	356
Point(130.995976 31.98157)	356
Point(132.4507608 34.4123956)	354
Point(139.9328454 35.7239425)	354
Point(140.7341438 40.8140302)	354
Point(135.0612393 34.6373543)	353
Point(130.2113464 32.7321302)	352
Point(135.8077096 34.9461056)	352
Point(135.3668245 34.7203214)	351
Point(138.173771 36.6356949)	351
Point(140.31192 35.962133)	350
Point(140.0776785 35.4879615)	350
Point(140.4842145 35.6553864)	347
Point(135.2340226 34.7042064)	347
Point(136.8627935 35.1696351)	347
Point(139.6528218 35.646004)	346
Point(131.2178404 33.9941497)	346
Point(139.8502469 39.8900409)	345
Point(136.9137329 35.076772)	345
Point(136.902328 35.2110807)	345
Point(139.4009589 35.9714792)	344
Point(140.1241332 35.5356071)	343
Point(139.4493025 35.859352)	343
Point(140.8818405 38.2508938)	337
Point(139.5490558 35.8567086)	335
Point(135.7975476 34.8877494)	334
Point(136.9886334 34.9241337)	334
Point(139.1522272 35.2644846)	332
Point(138.2711028 37.1622865)	331
Point(136.6113011 35.3579319)	331
Point(141.6892571 42.6698527)	328
Point(135.6849198 34.8938379)	328
Point(139.7537719 35.6940309)	326
Point(135.8116237 34.9883662)	326
Point(131.305506 32.7057957)	326
Point(132.2213293 34.2074881)	325
Point(140.5728139 40.2737896)	325
Point(136.8880309 35.1033076)	324
Point(133.2545686 35.4317631)	322
Point(132.4012132 34.4673967)	322
Point(135.1992499 35.5320785)	321
Point(139.477549 35.6689308)	320
Point(139.5152296 35.539608)	319
Point(135.6970648 34.97272299999999)	319
Point(137.1753647 35.3573259)	319
Point(134.9690021 34.9942426)	316
Point(138.3958256 37.9887519)	316
Point(139.4949175 36.2914457)	315
Point(137.1882268 34.9467181)	315
Point(139.5529825 35.7247401)	315
Point(135.4462755 35.1146087)	315
Point(135.2161589 34.848449)	314
Point(139.6198683 35.719092)	313
Point(135.8083818 34.7959545)	313
Point(135.7069558 34.8173011)	311
Point(135.2983963 34.4041673)	310
Point(135.1336576 34.7221141)	309
Point(131.1143787 32.9387289)	309
Point(139.6525779 35.7433165)	308
Point(135.7079001 34.6916695)	307
Point(135.2299221 34.7139393)	306
Point(139.6410647 35.7191824)	305
Point(139.5385007 35.7110151)	304
Point(139.6821513 35.6194814)	304
Point(139.703742 35.7167454)	302
Point(131.4108541 31.9325923)	301
Point(139.6114949 35.4653692)	300
Point(140.8963204 38.26004229999999)	300
Point(135.6009567 34.3117943)	299
Point(135.7428978 34.700443)	297
Point(135.3451574 34.8093554)	296
Point(134.4870301 34.8197588)	295
Point(135.3543201 34.7132147)	294
Point(135.759996 35.033474)	293
Point(139.4758402 36.1391874)	293
Point(139.6259237 35.221488)	292
Point(132.9030429 34.3410529)	292
Point(137.030104 35.4535332)	292
Point(139.521002 35.7797407)	291
Point(136.8080322 35.3155185)	291
Point(135.3921665 34.466049)	290
Point(136.2048768 35.1058559)	290
Point(136.9582211 35.2354414)	290
Point(131.3849154 31.60241139999999)	290
Point(132.4225276 33.4616304)	290
Point(140.0160722 35.4222118)	290
Point(139.5521867 35.7820779)	289
Point(140.0978705 35.6534982)	288
Point(140.0499266 39.3839601)	288
Point(141.2269035 45.1530013)	288
Point(139.9012134 35.6552406)	287
Point(135.7783702 34.5628646)	287
Point(139.560947 35.6924964)	286
Point(135.7314496 35.0217817)	286
Point(135.228714 34.3393855)	285
Point(134.2486039 34.2893966)	285
Point(139.6985104 35.6641008)	285
Point(137.5054376 36.9363581)	285
Point(140.0036082 35.4496582)	282
Point(139.6791349 35.6232078)	282
Point(140.2578558 35.531377)	281
Point(136.9489741 37.0500257)	281
Point(136.9748319 35.1225652)	281
Point(132.9441308 33.3907069)	280
Point(132.9005304 35.3088037)	279
Point(139.7340411 35.5319906)	279
Point(139.330271 37.95293119999999)	279
Point(136.0944472 35.1267403)	278
Point(136.9180744 35.4921453)	277
Point(139.0988043 36.0708172)	276
Point(135.2099741 34.1566475)	273
Point(135.1163438 34.0996597)	271
Point(132.4716534 34.4518447)	271
Point(139.4660197 35.752624)	270
Point(139.5562603 35.7129334)	270
Point(139.0159176 37.7645821)	270
Point(139.613017 35.6660458)	269
Point(139.3269334 35.8545114)	269
Point(134.8201981 35.544535)	269
Point(135.1509124 34.6655765)	264
Point(135.4024175 34.2729068)	262
Point(136.7027971 35.3197801)	259
Point(140.6229747 35.9644771)	257
Point(136.8127001 35.1404408)	256
Point(134.5433514 34.8577824)	256
Point(139.5990181 35.7377286)	255
Point(132.1015946 33.9638317)	255
Point(139.6023409 35.6906352)	254
Point(132.2133117 34.1454996)	254
Point(139.7292786 35.5209026)	252
Point(141.1453408 39.6637187)	252
Point(135.1864594 34.2129031)	251
Point(139.6292834 35.4771023)	251
Point(136.6008578 36.5464656)	250
Point(139.9023381 35.3316012)	250
Point(135.3618255 34.7859124)	248
Point(131.6225041 32.4228811)	247
Point(133.2348626 35.513531)	246
Point(137.1698897 35.3022716)	246
Point(136.7589202 35.4222141)	245
Point(139.6824869 35.70038820000001)	244
Point(136.215278 34.825904)	244
Point(135.960524 35.0122876)	243
Point(136.4613455 36.4081689)	242
Point(135.4010579 34.7842699)	242
Point(140.9109735 38.2672734)	242
Point(139.0363548 37.9162257)	241
Point(139.6943732 35.5234828)	240
Point(136.9919991 36.8437282)	240
Point(139.3091998 35.334984)	240
Point(131.4262338 34.1481911)	239
Point(136.6669713 35.0221396)	239
Point(139.1016698 37.8721378)	237
Point(139.6849913 35.5003919)	236
Point(137.119018 35.0219377)	236
Point(139.4898296 35.425629)	234
Point(143.8907183 43.7987008)	234
Point(132.9051352 32.98001720000001)	234
Point(131.5187752 32.1296366)	233
Point(139.3254848 35.9619793)	232
Point(135.126034 35.295753)	232
Point(131.2057107 34.1666215)	231
Point(134.0327459 34.6581226)	231
Point(135.5974452 34.574123)	229
Point(136.4879846 35.9916181)	229
Point(135.2659601 34.6882591)	228
Point(140.1205528 35.6348139)	228
Point(140.2859778 35.434099)	227
Point(131.1300697 32.1919477)	227
Point(139.8270664 38.7393017)	227
Point(140.284938 36.2034416)	226
Point(131.8609693 33.072166)	226
Point(133.5984871 33.550147)	226
Point(136.0258748 34.7653928)	225
Point(137.1621075 35.1551647)	225
Point(132.8538309 34.7948277)	224
Point(139.6184164 35.402381)	224
Point(136.0392195 35.4085099)	223
Point(135.4941717 34.9189488)	221
Point(136.9371018 35.069614)	221
Point(136.5633768 36.51968069999999)	221
Point(136.6758186 36.5950351)	220
Point(136.6574838 35.4333158)	220
Point(141.3532777 43.06225480000001).1	220
Point(137.0454931 35.4335822)	219
Point(139.9036941 38.8458511)	219
Point(139.614909 35.7937349)	219
Point(137.0762474 34.8788017)	218
Point(135.2254559 34.8900447)	218
Point(138.9869852 37.8805093)	217
Point(136.9632992 35.0140404)	217
Point(141.1272191 38.9358415)	216
Point(137.1418898 34.9626945)	214
Point(135.4092159 34.8133456)	214
Point(132.5704637 33.2277019)	214
Point(139.4321945 35.6821067)	214
Point(139.5957727 35.6519663)	214
Point(139.570463 35.6351588)	213
Point(139.5343932 35.7280748)	212
Point(136.9087054 36.5981836)	212
Point(136.740152 35.1736733)	212
Point(140.7342926 36.7799923)	212
Point(131.4261165 33.1795362)	212
Point(139.6144841 35.6080779)	211
Point(141.396111 43.03045300000001)	211
Point(139.5216362 35.7514113)	210
Point(138.4232742 38.2340537)	210
Point(139.852887 35.3218906)	209
Point(136.6061372 36.5526505)	208
Point(131.5312689 33.3784676)	208
Point(135.3033924 34.7459675)	207
Point(140.2064792 35.7277762)	206
Point(137.0564571 36.79397540000001)	204
Point(137.3769853 34.8265109)	203
Point(137.4080761 36.8288656)	202
Point(134.3583299 34.067513)	202
Point(136.9996813 34.9871454)	200
Point(138.861469 37.4703078)	200
Point(140.6956611 41.83442470000001)	200
Point(137.2221731 34.829088)	200
Point(136.6728604 35.0620946)	200
Point(130.5381458 31.3640453)	198
Point(139.2202278 37.9812255)	198
Point(141.170805 38.5504263)	198
Point(141.9498839 39.6442869)	197
Point(141.3483898 43.0843826)	197
Point(137.16485 34.9825611)	197
Point(135.0828637 35.1294529)	197
Point(141.3445286 43.0409769)	197
Point(132.5436057 34.6884019)	196
Point(135.8137147 34.9723498)	194
Point(133.6106447 34.791041)	193
Point(139.6330203 35.518987)	192
Point(140.8869295 38.4471773)	190
Point(139.8490822 38.9133111)	188
Point(139.614022 35.598802)	187
Point(137.0543488 35.0945507)	187
Point(136.6419677 35.0087051)	187
Point(136.9443313 35.3640517)	186
Point(134.3650327 33.9737051)	185
